datumtijd;huidigeuurprijs;Dagmax;Dagmin;Percentage
12-12-2025 02:58:30;0.25923645;0.33141295;0.25587265;78.22
12-12-2025 03:58:31;0.25984145;0.33141295;0.25587265;78.4
12-12-2025 04:58:31;0.2569677;0.33141295;0.25587265;77.54
12-12-2025 05:58:32;0.257708825;0.33141295;0.25587265;77.76
12-12-2025 06:58:32;0.262615375;0.33141295;0.25587265;79.24
12-12-2025 07:58:32;0.297118525;0.33141295;0.25587265;89.65
12-12-2025 08:58:33;0.3111152;0.33141295;0.25587265;93.88
12-12-2025 09:58:33;0.30703145;0.33141295;0.25587265;92.64
12-12-2025 10:58:34;0.29936005;0.33141295;0.25587265;90.33
12-12-2025 11:58:34;0.293930175;0.33141295;0.25587265;88.69
12-12-2025 12:58:35;0.288618275;0.33141295;0.25587265;87.09
12-12-2025 13:58:35;0.292478175;0.33141295;0.25587265;88.25
12-12-2025 14:58:36;0.300772725;0.33141295;0.25587265;90.75
12-12-2025 15:58:36;0.30787845;0.33141295;0.25587265;92.9
12-12-2025 16:58:36;0.3230458;0.33141295;0.25587265;97.48
12-12-2025 17:58:37;0.33141295;0.33141295;0.25587265;100.0
12-12-2025 18:58:37;0.312673075;0.33141295;0.25587265;94.35
12-12-2025 19:58:38;0.288866325;0.33141295;0.25587265;87.16
12-12-2025 20:58:38;0.279555375;0.33141295;0.25587265;84.35
12-12-2025 21:58:38;0.2704834;0.33141295;0.25587265;81.62
12-12-2025 22:58:39;0.265071675;0.33141295;0.25587265;79.98
12-12-2025 23:58:39;0.265537525;0.33141295;0.25587265;80.12
13-12-2025 00:58:40;0.260755;0.2953247;0.2500949;88.29
13-12-2025 01:58:40;0.2641188;0.2953247;0.2500949;89.43
13-12-2025 02:58:41;0.2597144;0.2953247;0.2500949;87.94
13-12-2025 03:58:41;0.2563627;0.2953247;0.2500949;86.81
13-12-2025 04:58:47;0.2533014;0.2953247;0.2500949;85.77
13-12-2025 05:58:47;0.25531;0.2953247;0.2500949;86.45
13-12-2025 06:58:48;0.2500949;0.2953247;0.2500949;84.68
13-12-2025 07:58:48;0.2527932;0.2953247;0.2500949;85.6
13-12-2025 08:58:49;0.2704713;0.2953247;0.2500949;91.58
13-12-2025 09:58:49;0.2814339;0.2953247;0.2500949;95.3
13-12-2025 10:58:49;0.2757348;0.2953247;0.2500949;93.37
13-12-2025 11:58:50;0.2701204;0.2953247;0.2500949;91.47
13-12-2025 12:58:50;0.265958;0.2953247;0.2500949;90.06
13-12-2025 13:58:51;0.2640704;0.2953247;0.2500949;89.42
13-12-2025 14:58:51;0.2668897;0.2953247;0.2500949;90.37
13-12-2025 15:58:52;0.2874234;0.2953247;0.2500949;97.32
13-12-2025 16:58:52;0.294514;0.2953247;0.2500949;99.73
13-12-2025 17:58:53;0.2953247;0.2953247;0.2500949;100.0
13-12-2025 18:58:53;0.2881736;0.2953247;0.2500949;97.58
13-12-2025 19:58:54;0.279389;0.2953247;0.2500949;94.6
13-12-2025 20:58:54;0.2652925;0.2953247;0.2500949;89.83
13-12-2025 21:58:55;0.2629209;0.2953247;0.2500949;89.03
13-12-2025 22:58:55;0.2624127;0.2953247;0.2500949;88.86
13-12-2025 23:58:56;0.2535434;0.2953247;0.2500949;85.85
14-12-2025 00:58:56;0.2649416;0.2788808;0.2455453;95.0
14-12-2025 01:58:57;0.2633202;0.2788808;0.2455453;94.42
14-12-2025 02:58:57;0.2532893;0.2788808;0.2455453;90.82
14-12-2025 03:58:57;0.250712;0.2788808;0.2455453;89.9
14-12-2025 04:58:58;0.2461624;0.2788808;0.2455453;88.27
14-12-2025 05:58:58;0.2472756;0.2788808;0.2455453;88.67
14-12-2025 06:58:59;0.2455453;0.2788808;0.2455453;88.05
14-12-2025 07:58:59;0.2465254;0.2788808;0.2455453;88.4
14-12-2025 08:59:00;0.2525512;0.2788808;0.2455453;90.56
14-12-2025 09:59:00;0.2550075;0.2788808;0.2455453;91.44
14-12-2025 10:59:00;0.2508935;0.2788808;0.2455453;89.96
14-12-2025 11:59:01;0.2553221;0.2788808;0.2455453;91.55
14-12-2025 12:59:01;0.2581777;0.2788808;0.2455453;92.58
14-12-2025 13:59:02;0.2574396;0.2788808;0.2455453;92.31
14-12-2025 14:59:02;0.2592546;0.2788808;0.2455453;92.96
14-12-2025 15:59:03;0.2635864;0.2788808;0.2455453;94.52
14-12-2025 16:59:03;0.2681844;0.2788808;0.2455453;96.16
14-12-2025 17:59:04;0.2773441;0.2788808;0.2455453;99.45
14-12-2025 18:59:04;0.2788808;0.2788808;0.2455453;100.0
14-12-2025 19:59:06;0.2668897;0.2788808;0.2455453;95.7
14-12-2025 20:59:06;0.2636469;0.2788808;0.2455453;94.54
14-12-2025 21:59:07;0.2564111;0.2788808;0.2455453;91.94
14-12-2025 22:59:07;0.2544509;0.2788808;0.2455453;91.24
14-12-2025 23:59:08;0.2467795;0.2788808;0.2455453;88.49
15-12-2025 00:59:08;0.241410125;0.286891;0.235390375;84.15
15-12-2025 01:59:08;0.2407416;0.286891;0.235390375;83.91
15-12-2025 02:59:09;0.2388903;0.286891;0.235390375;83.27
15-12-2025 03:59:09;0.235390375;0.286891;0.235390375;82.05
15-12-2025 04:59:10;0.237895075;0.286891;0.235390375;82.92
15-12-2025 05:59:10;0.2438634;0.286891;0.235390375;85.0
15-12-2025 06:59:11;0.25903075;0.286891;0.235390375;90.29
15-12-2025 07:59:11;0.26189845;0.286891;0.235390375;91.29
15-12-2025 08:59:12;0.27836655;0.286891;0.235390375;97.03
15-12-2025 09:59:12;0.273263375;0.286891;0.235390375;95.25
15-12-2025 10:59:13;0.262518575;0.286891;0.235390375;91.5
15-12-2025 11:59:13;0.251918975;0.286891;0.235390375;87.81
15-12-2025 12:59:13;0.250128175;0.286891;0.235390375;87.19
15-12-2025 13:59:14;0.259965475;0.286891;0.235390375;90.61
15-12-2025 14:59:14;0.267794175;0.286891;0.235390375;93.34
15-12-2025 15:59:15;0.279022975;0.286891;0.235390375;97.26
15-12-2025 16:59:15;0.286891;0.286891;0.235390375;100.0
15-12-2025 17:59:16;0.281200975;0.286891;0.235390375;98.02
15-12-2025 18:59:16;0.274697225;0.286891;0.235390375;95.75
15-12-2025 19:59:17;0.265440725;0.286891;0.235390375;92.52
15-12-2025 20:59:17;0.25728835;0.286891;0.235390375;89.68
15-12-2025 21:59:18;0.257539425;0.286891;0.235390375;89.77
15-12-2025 22:59:18;0.258459025;0.286891;0.235390375;90.09
15-12-2025 23:59:18;0.253637175;0.286891;0.235390375;88.41
16-12-2025 00:59:19;0.25051235;0.35043415;0.24912085;71.49
16-12-2025 01:59:19;0.2508693;0.35043415;0.24912085;71.59
16-12-2025 02:59:20;0.24912085;0.35043415;0.24912085;71.09
16-12-2025 03:59:20;0.250116075;0.35043415;0.24912085;71.37
16-12-2025 04:59:21;0.252088375;0.35043415;0.24912085;71.94
16-12-2025 05:59:21;0.254030425;0.35043415;0.24912085;72.49
16-12-2025 06:59:22;0.261986175;0.35043415;0.24912085;74.76
16-12-2025 07:59:22;0.26531065;0.35043415;0.24912085;75.71
16-12-2025 08:59:33;0.277528625;0.35043415;0.24912085;79.2
16-12-2025 09:59:33;0.274316075;0.35043415;0.24912085;78.28
16-12-2025 10:59:34;0.26848085;0.35043415;0.24912085;76.61
16-12-2025 11:59:34;0.26637545;0.35043415;0.24912085;76.01
16-12-2025 12:59:34;0.26705305;0.35043415;0.24912085;76.21
16-12-2025 13:59:35;0.2755412;0.35043415;0.24912085;78.63
16-12-2025 14:59:35;0.3021491;0.35043415;0.24912085;86.22
16-12-2025 15:59:36;0.3219084;0.35043415;0.24912085;91.86
16-12-2025 16:59:36;0.341319825;0.35043415;0.24912085;97.4
16-12-2025 17:59:37;0.35043415;0.35043415;0.24912085;100.0
16-12-2025 18:59:37;0.3261071;0.35043415;0.24912085;93.06
16-12-2025 19:59:37;0.32265255;0.35043415;0.24912085;92.07
16-12-2025 20:59:38;0.309442375;0.35043415;0.24912085;88.3
16-12-2025 21:59:38;0.297905025;0.35043415;0.24912085;85.01
16-12-2025 22:59:39;0.2925901;0.35043415;0.24912085;83.49
16-12-2025 23:01:38;0.2789897;0.35043415;0.24912085;79.61
17-12-2025 00:01:38;0.2624369;0.315849325;0.249432425;83.09
17-12-2025 01:01:39;0.26296325;0.315849325;0.249432425;83.26
17-12-2025 02:01:39;0.2595934;0.315849325;0.249432425;82.19
17-12-2025 03:01:40;0.25656235;0.315849325;0.249432425;81.23
17-12-2025 04:01:40;0.2580204;0.315849325;0.249432425;81.69
17-12-2025 05:01:41;0.26274545;0.315849325;0.249432425;83.19
17-12-2025 06:01:41;0.2670954;0.315849325;0.249432425;84.56
17-12-2025 07:01:42;0.285478325;0.315849325;0.249432425;90.38
17-12-2025 08:01:42;0.315849325;0.315849325;0.249432425;100.0
17-12-2025 09:01:43;0.30671685;0.315849325;0.249432425;97.11
17-12-2025 10:01:43;0.3025484;0.315849325;0.249432425;95.79
17-12-2025 11:01:44;0.294710625;0.315849325;0.249432425;93.31
17-12-2025 12:01:44;0.287680525;0.315849325;0.249432425;91.08
17-12-2025 13:01:45;0.298225675;0.315849325;0.249432425;94.42
17-12-2025 14:01:45;0.30551895;0.315849325;0.249432425;96.73
17-12-2025 15:01:46;0.303489175;0.315849325;0.249432425;96.09
17-12-2025 16:01:46;0.3060937;0.315849325;0.249432425;96.91
17-12-2025 17:01:46;0.29765395;0.315849325;0.249432425;94.24
17-12-2025 18:01:47;0.280239025;0.315849325;0.249432425;88.73
22-12-2025 08:19:37;0.2682691;0.285623525;0.235977225;93.92
22-12-2025 09:19:38;0.266886675;0.285623525;0.235977225;93.44
22-12-2025 10:19:38;0.264369875;0.285623525;0.235977225;92.56
22-12-2025 11:19:39;0.259487525;0.285623525;0.235977225;90.85
22-12-2025 12:19:39;0.261883325;0.285623525;0.235977225;91.69
22-12-2025 13:19:40;0.2643729;0.285623525;0.235977225;92.56
22-12-2025 14:19:41;0.268175325;0.285623525;0.235977225;93.89
22-12-2025 15:19:41;0.2753355;0.285623525;0.235977225;96.4
22-12-2025 16:19:42;0.277752475;0.285623525;0.235977225;97.24
22-12-2025 17:19:42;0.285623525;0.285623525;0.235977225;100.0
22-12-2025 18:19:43;0.2798851;0.285623525;0.235977225;97.99
22-12-2025 19:19:43;0.272029175;0.285623525;0.235977225;95.24
22-12-2025 20:19:43;0.26474195;0.285623525;0.235977225;92.69
22-12-2025 21:19:44;0.259469375;0.285623525;0.235977225;90.84
22-12-2025 22:19:44;0.2593514;0.285623525;0.235977225;90.8
22-12-2025 23:19:45;0.251471275;0.285623525;0.235977225;88.04
23-12-2025 00:19:45;0.253092675;0.2685111;0.227210775;94.26
23-12-2025 01:19:46;0.2465375;0.2685111;0.227210775;91.82
23-12-2025 02:19:46;0.2340745;0.2685111;0.227210775;87.17
23-12-2025 03:19:47;0.228922925;0.2685111;0.227210775;85.26
23-12-2025 04:19:47;0.227210775;0.2685111;0.227210775;84.62
23-12-2025 05:19:47;0.22765545;0.2685111;0.227210775;84.78
23-12-2025 06:19:48;0.239459;0.2685111;0.227210775;89.18
23-12-2025 07:19:48;0.253963875;0.2685111;0.227210775;94.58
23-12-2025 08:19:54;0.2632234;0.2685111;0.227210775;98.03
23-12-2025 09:19:54;0.2685111;0.2685111;0.227210775;100.0
23-12-2025 10:19:55;0.265525425;0.2685111;0.227210775;98.89
23-12-2025 11:19:55;0.2565684;0.2685111;0.227210775;95.55
23-12-2025 12:19:55;0.255343275;0.2685111;0.227210775;95.1
23-12-2025 13:19:56;0.253316525;0.2685111;0.227210775;94.34
23-12-2025 14:19:56;0.253364925;0.2685111;0.227210775;94.36
23-12-2025 15:19:57;0.256553275;0.2685111;0.227210775;95.55
23-12-2025 16:19:57;0.2644334;0.2685111;0.227210775;98.48
23-12-2025 17:19:57;0.2655224;0.2685111;0.227210775;98.89
23-12-2025 18:19:58;0.258331975;0.2685111;0.227210775;96.21
23-12-2025 19:19:58;0.2565926;0.2685111;0.227210775;95.56
23-12-2025 20:19:59;0.25112945;0.2685111;0.227210775;93.53
23-12-2025 21:19:59;0.2413587;0.2685111;0.227210775;89.89
23-12-2025 22:20:00;0.2431495;0.2685111;0.227210775;90.55
23-12-2025 23:20:00;0.23405635;0.2685111;0.227210775;87.17
24-12-2025 00:20:00;0.227731075;0.264581625;0.21641455;86.07
24-12-2025 01:20:01;0.2210186;0.264581625;0.21641455;83.54
24-12-2025 02:20:01;0.21979045;0.264581625;0.21641455;83.07
24-12-2025 03:20:02;0.2174249;0.264581625;0.21641455;82.18
24-12-2025 04:20:02;0.21641455;0.264581625;0.21641455;81.8
24-12-2025 05:20:02;0.21662025;0.264581625;0.21641455;81.87
24-12-2025 06:20:03;0.220870375;0.264581625;0.21641455;83.48
24-12-2025 07:20:03;0.23720235;0.264581625;0.21641455;89.65
24-12-2025 08:20:04;0.2547534;0.264581625;0.21641455;96.29
24-12-2025 09:20:04;0.2565321;0.264581625;0.21641455;96.96
24-12-2025 10:20:05;0.2468037;0.264581625;0.21641455;93.28
24-12-2025 11:20:05;0.2327919;0.264581625;0.21641455;87.98
24-12-2025 12:20:05;0.230846825;0.264581625;0.21641455;87.25
24-12-2025 13:20:06;0.230120825;0.264581625;0.21641455;86.98
24-12-2025 14:20:06;0.23639165;0.264581625;0.21641455;89.35
24-12-2025 15:20:07;0.248476525;0.264581625;0.21641455;93.91
24-12-2025 16:20:07;0.261000025;0.264581625;0.21641455;98.65
24-12-2025 17:20:08;0.264581625;0.264581625;0.21641455;100.0
24-12-2025 18:20:08;0.252221475;0.264581625;0.21641455;95.33
24-12-2025 19:20:08;0.243588125;0.264581625;0.21641455;92.07
24-12-2025 20:20:09;0.239213975;0.264581625;0.21641455;90.41
24-12-2025 21:20:09;0.2355144;0.264581625;0.21641455;89.01
24-12-2025 22:20:10;0.2380554;0.264581625;0.21641455;89.97
24-12-2025 23:20:10;0.231845075;0.264581625;0.21641455;87.63
25-12-2025 00:20:10;0.227156325;0.271750875;0.2102133;83.59
25-12-2025 01:20:11;0.2202563;0.271750875;0.2102133;81.05
25-12-2025 02:20:11;0.220174625;0.271750875;0.2102133;81.02
25-12-2025 03:20:12;0.21664445;0.271750875;0.2102133;79.72
25-12-2025 04:20:12;0.214886925;0.271750875;0.2102133;79.07
25-12-2025 05:20:12;0.213483325;0.271750875;0.2102133;78.56
25-12-2025 06:20:13;0.2111934;0.271750875;0.2102133;77.72
25-12-2025 07:20:13;0.2182719;0.271750875;0.2102133;80.32
25-12-2025 08:20:14;0.230132925;0.271750875;0.2102133;84.69
25-12-2025 09:20:14;0.23387485;0.271750875;0.2102133;86.06
25-12-2025 10:20:15;0.2179452;0.271750875;0.2102133;80.2
25-12-2025 11:20:15;0.2106368;0.271750875;0.2102133;77.51
25-12-2025 12:20:15;0.211154075;0.271750875;0.2102133;77.7
25-12-2025 13:20:16;0.2102133;0.271750875;0.2102133;77.36
25-12-2025 14:20:16;0.231336875;0.271750875;0.2102133;85.13
25-12-2025 15:20:17;0.257176425;0.271750875;0.2102133;94.64
25-12-2025 16:20:17;0.26424585;0.271750875;0.2102133;97.24
25-12-2025 17:20:18;0.27017485;0.271750875;0.2102133;99.42
25-12-2025 18:20:26;0.27080405;0.271750875;0.2102133;99.65
25-12-2025 19:20:26;0.268229775;0.271750875;0.2102133;98.7
25-12-2025 20:20:27;0.2670833;0.271750875;0.2102133;98.28
25-12-2025 21:20:27;0.268005925;0.271750875;0.2102133;98.62
25-12-2025 22:20:28;0.271750875;0.271750875;0.2102133;100.0
25-12-2025 23:20:28;0.266832225;0.271750875;0.2102133;98.19
26-12-2025 00:20:29;0.2742344;0.2978173;0.2547534;92.08
26-12-2025 01:20:29;0.266916925;0.2978173;0.2547534;89.62
26-12-2025 02:20:29;0.260443425;0.2978173;0.2547534;87.45
26-12-2025 03:20:31;0.256758975;0.2978173;0.2547534;86.21
26-12-2025 04:20:31;0.2547534;0.2978173;0.2547534;85.54
26-12-2025 05:20:32;0.25536445;0.2978173;0.2547534;85.75
26-12-2025 06:20:32;0.259251575;0.2978173;0.2547534;87.05
26-12-2025 07:20:33;0.269016275;0.2978173;0.2547534;90.33
26-12-2025 08:20:33;0.27546255;0.2978173;0.2547534;92.49
26-12-2025 09:20:33;0.273251275;0.2978173;0.2547534;91.75
26-12-2025 10:20:34;0.2647359;0.2978173;0.2547534;88.89
26-12-2025 11:20:34;0.259584325;0.2978173;0.2547534;87.16
26-12-2025 12:20:35;0.256341525;0.2978173;0.2547534;86.07
26-12-2025 13:20:35;0.256873925;0.2978173;0.2547534;86.25
26-12-2025 14:20:36;0.266426875;0.2978173;0.2547534;89.46
26-12-2025 15:20:36;0.284129175;0.2978173;0.2547534;95.4
26-12-2025 16:20:37;0.2926869;0.2978173;0.2547534;98.28
26-12-2025 17:20:37;0.2978173;0.2978173;0.2547534;100.0
26-12-2025 18:20:38;0.295188575;0.2978173;0.2547534;99.12
26-12-2025 19:20:38;0.294396025;0.2978173;0.2547534;98.85
26-12-2025 20:20:38;0.29068435;0.2978173;0.2547534;97.6
26-12-2025 21:20:39;0.28822805;0.2978173;0.2547534;96.78
26-12-2025 22:20:39;0.285314975;0.2978173;0.2547534;95.8
26-12-2025 23:20:40;0.275495825;0.2978173;0.2547534;92.5
27-12-2025 00:20:40;0.272876175;0.285635625;0.2464891;95.53
27-12-2025 01:20:40;0.267047;0.285635625;0.2464891;93.49
27-12-2025 02:20:41;0.258422725;0.285635625;0.2464891;90.47
27-12-2025 03:20:41;0.2545961;0.285635625;0.2464891;89.13
27-12-2025 04:20:42;0.255506625;0.285635625;0.2464891;89.45
27-12-2025 05:20:42;0.254720125;0.285635625;0.2464891;89.18
27-12-2025 06:20:43;0.25963575;0.285635625;0.2464891;90.9
27-12-2025 07:20:43;0.272004975;0.285635625;0.2464891;95.23
27-12-2025 08:20:44;0.277589125;0.285635625;0.2464891;97.18
27-12-2025 09:20:44;0.269209875;0.285635625;0.2464891;94.25
27-12-2025 10:20:44;0.253098725;0.285635625;0.2464891;88.61
27-12-2025 11:20:45;0.24712435;0.285635625;0.2464891;86.52
27-12-2025 12:20:45;0.2464891;0.285635625;0.2464891;86.29
27-12-2025 13:20:46;0.255125475;0.285635625;0.2464891;89.32
27-12-2025 14:20:46;0.26148705;0.285635625;0.2464891;91.55
27-12-2025 15:20:46;0.2667445;0.285635625;0.2464891;93.39
27-12-2025 16:20:47;0.2776224;0.285635625;0.2464891;97.19
27-12-2025 17:20:47;0.282211325;0.285635625;0.2464891;98.8
27-12-2025 18:20:48;0.285635625;0.285635625;0.2464891;100.0
27-12-2025 19:20:48;0.282640875;0.285635625;0.2464891;98.95
27-12-2025 20:20:49;0.278847525;0.285635625;0.2464891;97.62
27-12-2025 21:20:49;0.2690314;0.285635625;0.2464891;94.19
27-12-2025 22:20:49;0.270619525;0.285635625;0.2464891;94.74
27-12-2025 23:20:50;0.2655224;0.285635625;0.2464891;92.96
28-12-2025 00:20:50;0.2590126;0.2958934;0.25091165;87.54
28-12-2025 01:20:51;0.257751175;0.2958934;0.25091165;87.11
28-12-2025 02:20:51;0.253132;0.2958934;0.25091165;85.55
28-12-2025 03:20:52;0.25091165;0.2958934;0.25091165;84.8
28-12-2025 04:20:52;0.25180705;0.2958934;0.25091165;85.1
28-12-2025 05:20:52;0.255343275;0.2958934;0.25091165;86.3
28-12-2025 06:20:53;0.2589642;0.2958934;0.25091165;87.52
28-12-2025 07:20:53;0.26476615;0.2958934;0.25091165;89.48
28-12-2025 08:20:54;0.2716934;0.2958934;0.25091165;91.82
28-12-2025 09:20:54;0.2709916;0.2958934;0.25091165;91.58
28-12-2025 10:20:54;0.26419745;0.2958934;0.25091165;89.29
28-12-2025 11:20:55;0.263668075;0.2958934;0.25091165;89.11
28-12-2025 12:20:55;0.253570625;0.2958934;0.25091165;85.7
28-12-2025 13:20:56;0.25357365;0.2958934;0.25091165;85.7
28-12-2025 14:20:56;0.260395025;0.2958934;0.25091165;88.0
28-12-2025 15:20:56;0.275737825;0.2958934;0.25091165;93.19
28-12-2025 16:20:57;0.2876896;0.2958934;0.25091165;97.23
28-12-2025 17:20:57;0.291788475;0.2958934;0.25091165;98.61
28-12-2025 18:20:58;0.2958934;0.2958934;0.25091165;100.0
28-12-2025 19:20:58;0.294456525;0.2958934;0.25091165;99.51
28-12-2025 20:20:59;0.2838055;0.2958934;0.25091165;95.91
28-12-2025 21:20:59;0.276566675;0.2958934;0.25091165;93.47
28-12-2025 22:20:59;0.275665225;0.2958934;0.25091165;93.16
28-12-2025 23:21:00;0.2754081;0.2958934;0.25091165;93.08
29-12-2025 00:21:00;0.2687047;0.294535175;0.2561933;91.23
29-12-2025 01:21:01;0.270667925;0.294535175;0.2561933;91.9
29-12-2025 02:21:01;0.261066575;0.294535175;0.2561933;88.64
29-12-2025 03:21:01;0.2561933;0.294535175;0.2561933;86.98
29-12-2025 04:21:02;0.257944775;0.294535175;0.2561933;87.58
29-12-2025 05:21:02;0.266602325;0.294535175;0.2561933;90.52
29-12-2025 06:21:03;0.273305725;0.294535175;0.2561933;92.79
29-12-2025 07:21:03;0.283415275;0.294535175;0.2561933;96.22
29-12-2025 08:21:04;0.294535175;0.294535175;0.2561933;100.0
29-12-2025 09:21:04;0.29104735;0.294535175;0.2561933;98.82
29-12-2025 10:21:04;0.2825834;0.294535175;0.2561933;95.94
29-12-2025 11:21:05;0.27455505;0.294535175;0.2561933;93.22
29-12-2025 12:21:05;0.273838125;0.294535175;0.2561933;92.97
29-12-2025 13:21:06;0.272410325;0.294535175;0.2561933;92.49
29-12-2025 14:21:06;0.2730728;0.294535175;0.2561933;92.71
29-12-2025 15:21:07;0.28070185;0.294535175;0.2561933;95.3
29-12-2025 16:21:07;0.286210375;0.294535175;0.2561933;97.17
29-12-2025 17:21:07;0.2860561;0.294535175;0.2561933;97.12
29-12-2025 18:21:08;0.28279515;0.294535175;0.2561933;96.01
29-12-2025 19:21:08;0.2735084;0.294535175;0.2561933;92.86
29-12-2025 20:21:09;0.267243625;0.294535175;0.2561933;90.73
29-12-2025 21:21:09;0.2586133;0.294535175;0.2561933;87.8
29-12-2025 22:21:09;0.2634654;0.294535175;0.2561933;89.45
29-12-2025 23:21:10;0.2576453;0.294535175;0.2561933;87.48
30-12-2025 00:21:10;0.251096175;0.288727175;0.24004585;86.97
30-12-2025 01:21:11;0.2455574;0.288727175;0.24004585;85.05
30-12-2025 02:21:11;0.244084225;0.288727175;0.24004585;84.54
30-12-2025 03:21:12;0.240907975;0.288727175;0.24004585;83.44
30-12-2025 04:21:12;0.24004585;0.288727175;0.24004585;83.14
30-12-2025 05:21:12;0.24422035;0.288727175;0.24004585;84.59
30-12-2025 06:21:13;0.253776325;0.288727175;0.24004585;87.89
30-12-2025 07:21:13;0.2633081;0.288727175;0.24004585;91.2
30-12-2025 08:21:14;0.271545175;0.288727175;0.24004585;94.05
30-12-2025 09:21:14;0.270958325;0.288727175;0.24004585;93.85
30-12-2025 10:21:14;0.2605856;0.288727175;0.24004585;90.25
30-12-2025 11:21:15;0.2527932;0.288727175;0.24004585;87.55
30-12-2025 12:21:15;0.24889095;0.288727175;0.24004585;86.2
30-12-2025 13:21:16;0.2489575;0.288727175;0.24004585;86.23
30-12-2025 14:21:16;0.2614447;0.288727175;0.24004585;90.55
30-12-2025 15:21:17;0.275759;0.288727175;0.24004585;95.51
30-12-2025 16:21:17;0.284879375;0.288727175;0.24004585;98.67
30-12-2025 17:21:17;0.288727175;0.288727175;0.24004585;100.0
30-12-2025 18:21:18;0.2880284;0.288727175;0.24004585;99.76
30-12-2025 19:21:18;0.284570825;0.288727175;0.24004585;98.56
30-12-2025 20:21:19;0.27852385;0.288727175;0.24004585;96.47
30-12-2025 21:21:19;0.26926735;0.288727175;0.24004585;93.26
30-12-2025 22:21:20;0.268136;0.288727175;0.24004585;92.87
30-12-2025 23:21:20;0.260570475;0.288727175;0.24004585;90.25
31-12-2025 00:21:20;0.263347425;0.290735775;0.244598475;90.58
31-12-2025 01:21:21;0.258815975;0.290735775;0.244598475;89.02
31-12-2025 02:21:21;0.253800525;0.290735775;0.244598475;87.3
31-12-2025 03:21:22;0.2494052;0.290735775;0.244598475;85.78
31-12-2025 04:21:22;0.247411725;0.290735775;0.244598475;85.1
31-12-2025 05:21:22;0.250370175;0.290735775;0.244598475;86.12
31-12-2025 06:21:23;0.2559755;0.290735775;0.244598475;88.04
31-12-2025 07:21:23;0.259983625;0.290735775;0.244598475;89.42
31-12-2025 08:21:46;0.27266745;0.290735775;0.244598475;93.79
31-12-2025 09:21:46;0.27848755;0.290735775;0.244598475;95.79
31-12-2025 10:21:47;0.266275625;0.290735775;0.244598475;91.59
31-12-2025 11:21:47;0.2577542;0.290735775;0.244598475;88.66
31-12-2025 12:21:47;0.257230875;0.290735775;0.244598475;88.48
31-12-2025 13:21:48;0.2597991;0.290735775;0.244598475;89.36
31-12-2025 14:21:48;0.26056745;0.290735775;0.244598475;89.62
31-12-2025 15:21:49;0.268350775;0.290735775;0.244598475;92.3
31-12-2025 16:21:49;0.28036305;0.290735775;0.244598475;96.43
31-12-2025 17:21:50;0.290735775;0.290735775;0.244598475;100.0
31-12-2025 18:21:50;0.286851675;0.290735775;0.244598475;98.66
31-12-2025 19:21:50;0.2729276;0.290735775;0.244598475;93.87
31-12-2025 20:21:51;0.257170375;0.290735775;0.244598475;88.46
31-12-2025 21:21:51;0.252759925;0.290735775;0.244598475;86.94
31-12-2025 22:21:52;0.256020875;0.290735775;0.244598475;88.06
31-12-2025 23:21:52;0.244598475;0.290735775;0.244598475;84.13
01-01-2026 00:21:52;0.233508825;0.248301075;0.151976;94.04
01-01-2026 01:21:53;0.223332725;0.248301075;0.151976;89.94
01-01-2026 02:21:53;0.211632025;0.248301075;0.151976;85.23
01-01-2026 04:22:20;0.17488735;0.248301075;0.151976;70.43
01-01-2026 05:22:21;0.16779675;0.248301075;0.151976;67.58
01-01-2026 06:22:21;0.151976;0.248301075;0.151976;61.21
01-01-2026 07:22:22;0.1628781;0.248301075;0.151976;65.6
01-01-2026 08:22:22;0.17025305;0.248301075;0.151976;68.57
01-01-2026 09:22:23;0.1815121;0.248301075;0.151976;73.1
01-01-2026 10:22:23;0.17838425;0.248301075;0.151976;71.84
01-01-2026 11:22:24;0.1870781;0.248301075;0.151976;75.34
01-01-2026 12:22:24;0.206852525;0.248301075;0.151976;83.31
01-01-2026 13:22:25;0.1973268;0.248301075;0.151976;79.47
01-01-2026 14:22:25;0.19047215;0.248301075;0.151976;76.71
01-01-2026 15:22:26;0.211039125;0.248301075;0.151976;84.99
01-01-2026 16:22:26;0.229146775;0.248301075;0.151976;92.29
01-01-2026 17:22:26;0.248301075;0.248301075;0.151976;100.0
01-01-2026 18:22:27;0.2390597;0.248301075;0.151976;96.28
01-01-2026 19:22:27;0.2340261;0.248301075;0.151976;94.25
01-01-2026 20:22:28;0.226490825;0.248301075;0.151976;91.22
01-01-2026 21:22:28;0.2187801;0.248301075;0.151976;88.11
01-01-2026 22:22:29;0.21951215;0.248301075;0.151976;88.41
01-01-2026 23:22:29;0.202550975;0.248301075;0.151976;81.57
02-01-2026 00:22:29;0.1787291;0.279162125;0.155397275;64.02
02-01-2026 01:22:30;0.16484435;0.279162125;0.155397275;59.05
02-01-2026 02:22:30;0.16287205;0.279162125;0.155397275;58.34
02-01-2026 03:22:31;0.155397275;0.279162125;0.155397275;55.67
02-01-2026 04:22:31;0.156831125;0.279162125;0.155397275;56.18
02-01-2026 05:22:31;0.16354965;0.279162125;0.155397275;58.59
02-01-2026 06:22:32;0.18084055;0.279162125;0.155397275;64.78
02-01-2026 07:22:32;0.20971115;0.279162125;0.155397275;75.12
